Date,Time,Event,Details
"2025-06-29","22:57:54","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          282"
"2025-06-29","22:57:54","TOTAL_SAMPLES_OK","Final sample count total: 72954"
"2025-06-29","23:07:39","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-29","23:07:40","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-29","23:07:40","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-30","08:19:04","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","08:19:04","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","08:19:09","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       rnaseq        33423
2    pdxrnaseq           39
3         wgbs          364
4          hic           49
5       pdxwgs           24
6  pdxrnaseqR2            4
7     rnaseqR2         7747
8      atacseq         1705
9         rrbs           16
10        chic           39
11     chipseq         1148
12         wgs         8077
13         ctp            4
14         wes          308
15       basic        19508"
"2025-06-30","08:19:09","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-06-30","08:19:09","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          282"
"2025-06-30","08:19:09","TOTAL_SAMPLES_OK","Final sample count total: 72954"
"2025-06-30","09:19:05","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-30","09:39:34","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-30","09:52:29","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","09:52:29","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","09:52:34","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       pdxwgs           24
2      atacseq         1705
3     rnaseqR2         7747
4      chipseq         1148
5       rnaseq        33423
6    pdxrnaseq           39
7         wgbs          364
8          hic           49
9          wgs         8077
10         wes          308
11         ctp            4
12        chic           39
13        rrbs           16
14       basic        19508
15 pdxrnaseqR2            4"
"2025-06-30","09:52:34","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-06-30","09:52:34","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          282"
"2025-06-30","09:52:34","TOTAL_SAMPLES_OK","Final sample count total: 72954"
"2025-06-30","09:52:55","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       rnaseq        33423
2         wgbs          364
3          hic           49
4    pdxrnaseq           39
5      chipseq         1148
6       pdxwgs           24
7         chic           39
8         rrbs           16
9          wgs         8077
10         wes          308
11         ctp            4
12       basic        19511
13 pdxrnaseqR2            4
14    rnaseqR2         7747
15     atacseq         1705"
"2025-06-30","09:52:55","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-06-30","09:52:55","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          282"
"2025-06-30","09:52:55","TOTAL_SAMPLES_OK","Final sample count total: 72957"
"2025-06-30","09:54:38","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-30","12:48:41","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","12:48:41","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","12:48:46","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1     rnaseqR2         7747
2      atacseq         1705
3       rnaseq        33423
4         wgbs          364
5          hic           49
6    pdxrnaseq           39
7        basic        19511
8  pdxrnaseqR2            4
9       pdxwgs           24
10         wgs         8077
11         wes          308
12         ctp            4
13     chipseq         1148
14        rrbs           16
15        chic           39"
"2025-06-30","12:48:46","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-06-30","12:48:46","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          282"
"2025-06-30","12:48:46","TOTAL_SAMPLES_OK","Final sample count total: 72957"
"2025-06-30","12:57:55","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","12:57:55","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","12:57:55","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","12:57:55","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","12:57:55","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","12:57:55","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","12:57:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","12:57:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","12:57:55","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","12:57:55","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","12:57:55","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","12:59:24","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","12:59:24","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","12:59:24","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","12:59:24","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","12:59:24","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","12:59:24","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","12:59:24","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","12:59:24","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","12:59:24","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","12:59:24","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","12:59:24","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:01:31","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:01:31","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:01:31","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:01:31","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:01:31","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:01:31","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:01:31","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:01:31","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:01:31","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:01:32","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:01:32","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:03:09","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:03:09","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:03:09","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:03:11","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:03:11","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:03:11","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:03:11","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:03:11","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:03:11","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:03:11","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:03:11","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:03:11","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:03:11","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:03:11","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:03:31","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:03:31","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:03:31","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:03:31","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:03:31","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:03:31","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:03:31","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:03:31","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:03:31","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:03:32","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:03:32","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:09:24","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:09:24","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:09:24","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:09:24","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:09:24","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:09:24","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:09:24","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:09:24","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:09:24","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:09:25","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:09:25","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:13:00","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:13:00","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:13:00","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:13:00","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:13:00","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:13:00","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:13:00","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:13:00","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:13:00","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:13:00","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:13:00","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:14:45","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:14:45","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:14:45","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:14:45","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:14:46","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:14:46","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:14:46","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:14:46","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:14:46","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:14:46","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:14:46","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:14:46","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:14:46","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:14:47","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:14:47","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:15:22","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:15:25","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:15:25","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:15:25","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:15:25","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:15:25","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:15:25","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:15:25","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:15:25","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:15:25","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:15:25","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:15:25","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:16:30","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:16:32","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:16:32","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:16:32","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:16:32","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:16:32","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:16:32","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:16:32","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:16:32","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:16:32","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:16:32","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:16:32","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:21:48","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:21:48","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:21:48","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:21:48","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:21:48","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:21:48","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:21:48","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:21:48","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:21:48","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:21:48","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:21:48","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:22:34","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:22:34","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:22:34","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:22:34","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:22:34","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:22:34","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:22:34","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:22:34","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:22:34","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:22:35","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:22:35","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:27:08","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:27:08","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:27:08","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:27:08","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:27:08","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:27:08","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:27:08","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:27:08","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:27:08","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:27:08","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:27:08","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:27:19","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:27:19","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:27:19","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:27:19","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:27:20","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:27:21","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:27:21","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:27:21","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:27:21","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:27:21","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:27:21","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:27:21","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:27:21","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:27:21","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:27:21","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:27:33","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:29:53","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:29:53","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:29:53","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:29:53","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:29:53","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:29:53","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:29:53","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:29:53","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:29:53","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:29:54","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:29:54","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:33:11","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:33:11","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:33:11","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:33:11","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:33:11","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:33:11","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:33:11","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:33:11","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:33:11","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:33:11","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:33:11","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:38:42","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:38:42","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:38:42","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:38:42","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:38:42","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:38:42","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:38:42","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:38:42","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:38:42","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:38:42","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:38:42","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:39:24","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:39:24","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:39:24","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-30","13:39:27","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:39:27","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:39:27","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:39:27","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:39:27","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:39:27","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:39:27","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:39:27","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:39:27","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:39:27","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:39:27","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:40:42","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-06-30","13:40:42","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-30","13:40:42","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-30","13:40:42","GROUPS_INIT","Found 59 valid groups"
"2025-06-30","13:40:42","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-06-30","13:40:42","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-06-30","13:40:42","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-06-30","13:40:42","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-06-30","13:40:42","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-30","13:40:42","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-30","13:40:42","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-30","13:40:53","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
